video_id,author,comment,like_count,date,topic,year,normalization,tokenizing,stopword,stemming,category,sentiment
JL2VZdA9wuc,@mangipih8182,digoreng sja bng hama nya,0,2022-12-24T03:42:27Z,pengendalian hama,2022,digoreng sja bng hama nya,"digoreng, sja, bng, hama, nya","digoreng, sja, bng, hama, nya","goreng, sja, bng, hama, ",efektivitas pengendalian hama,Negatif
Xrbn47ZiFYw,@yosesketchup,bg itu sayurnya jd pedes g bg sesudah panen serius tanya,0,2025-11-20T09:06:40Z,pengendalian hama,2025,bg itu sayurnya jd pedes g bg sesudah panen serius tanya,"bg, itu, sayurnya, jd, pedes, g, bg, sesudah, panen, serius, tanya","bg, sayurnya, jd, pedes, g, bg, panen, serius","bg, sayur, jd, pedes, g, bg, panen, serius",feedback penonton,Netral
QQM9BKY0_K8,@aidonruslan1862,terima kasih pencerahannya smg makin sukses aamiin,2,2020-10-25T17:36:14Z,pemupukan,2020,terima kasih pencerahannya smg makin sukses aamiin,"terima, kasih, pencerahannya, smg, makin, sukses, aamiin","terima, kasih, pencerahannya, smg, sukses, aamiin","terima, kasih, cerah, smg, sukses, aamiin",feedback penonton,Positif
5Fv2tGv9_Vo,@SiToyen35,secara hewani dan nabati mereka sudah boleh dikatakan cukup saya pribadi berdoa semoga mas dan mbak ini bisa punya lahan untuk ditanam bahan makanan pokok seperti padi jagung atau ubi,0,2025-09-26T12:12:17Z,budidaya organik,2025,secara hewani dan nabati mereka sudah boleh dikatakan cukup saya pribadi berdoa semoga mas dan mbak ini bisa punya lahan untuk ditanam bahan makanan pokok seperti padi jagung atau ubi,"secara, hewani, dan, nabati, mereka, sudah, boleh, dikatakan, cukup, saya, pribadi, berdoa, semoga, mas, dan, mbak, ini, bisa, punya, lahan, untuk, ditanam, bahan, makanan, pokok, seperti, padi, jagung, atau, ubi","hewani, nabati, pribadi, berdoa, semoga, mas, mbak, lahan, ditanam, bahan, makanan, pokok, padi, jagung, ubi","hewani, nabati, pribadi, doa, moga, mas, mbak, lahan, tanam, bahan, makan, pokok, padi, jagung, ubi",minat konsumen organik,Positif
5Fv2tGv9_Vo,@ummialfi964,maa syaa allah inspiratif sekali mau skl belajar dari ibu dan bapak ini dimana alamatnya ya,0,2025-09-23T12:26:17Z,budidaya organik,2025,maa syaa allah inspiratif sekali mau skl belajar dari ibu dan bapak ini dimana alamatnya ya,"maa, syaa, allah, inspiratif, sekali, mau, skl, belajar, dari, ibu, dan, bapak, ini, dimana, alamatnya, ya","maa, syaa, allah, inspiratif, skl, belajar, dimana, alamatnya, ya","maa, syaa, allah, inspiratif, skl, ajar, mana, alamat, ya",feedback penonton,Negatif
-GyJN1tr9RM,@Irthappy1901,apakah itu tidak perlu di kasih pupuk atau sejenisnya pak,1,2024-04-19T02:57:25Z,hidroponik,2024,apakah itu tidak perlu di kasih pupuk atau sejenisnya pak,"apakah, itu, tidak, perlu, di, kasih, pupuk, atau, sejenisnya, pak","kasih, pupuk, sejenisnya","kasih, pupuk, jenis",feedback penonton,Netral
Xrbn47ZiFYw,@penebar_senyuman,saabunnya diganti dengan yang organik kira kira dengan apa ya min,0,2023-08-16T11:26:30Z,pengendalian hama,2023,saabunnya diganti dengan yang organik kira kira dengan apa ya min,"saabunnya, diganti, dengan, yang, organik, kira, kira, dengan, apa, ya, min","saabunnya, diganti, organik, ya, min","saabun, ganti, organik, ya, min",feedback penonton,Netral
QQM9BKY0_K8,@yuldiyarnimas8528,tsp bisa diganti sp,1,2021-01-19T03:19:57Z,pemupukan,2021,tsp bisa diganti sp,"tsp, bisa, diganti, sp","tsp, diganti, sp","tsp, ganti, sp",feedback penonton,Netral
3MeyTr2kdBg,@RADJABTG,adakah tutorial lengkapnya mulai dari cara olah tanahcara buat pupukcara tangani hamadosis dan waktu aplikasi baik pupuk maupun herbisida insek dan fungi,0,2025-09-21T23:59:51Z,budidaya organik,2025,adakah tutorial lengkapnya mulai dari cara olah tanahcara buat pupukcara tangani hamadosis dan waktu aplikasi baik pupuk maupun herbisida insek dan fungi,"adakah, tutorial, lengkapnya, mulai, dari, cara, olah, tanahcara, buat, pupukcara, tangani, hamadosis, dan, waktu, aplikasi, baik, pupuk, maupun, herbisida, insek, dan, fungi","adakah, tutorial, lengkapnya, olah, tanahcara, pupukcara, tangani, hamadosis, aplikasi, pupuk, herbisida, insek, fungi","ada, tutorial, lengkap, olah, tanahcara, pupukcara, tangan, hamadosis, aplikasi, pupuk, herbisida, insek, fungi",feedback penonton,Negatif
UfbQxFXre5Q,@DailyHunter88,kita para petani saat ini bener bingung dengan harga pupuk yang sekarang dan juga obat an padahal harga padi dan sayur or pun kelapa sawit harganya ngk sebanding dengan harga pupuk harga nya tidak tanggung kali lipat dari harga sebelum nya padahal petani yang tinggal dikampung pendapatan nya tidak seberapa mohon solusinya pak rizal gimana caranya supaya kita tidak kebingungan dalam bertani or pun berkebun,0,2022-01-26T04:20:11Z,pemupukan,2022,kita para petani saat ini bener bingung dengan harga pupuk yang sekarang dan juga obat an padahal harga padi dan sayur or pun kelapa sawit harganya ngk sebanding dengan harga pupuk harga nya tidak tanggung kali lipat dari harga sebelum nya padahal petani yang tinggal dikampung pendapatan nya tidak seberapa mohon solusinya pak rizal gimana caranya supaya kita tidak kebingungan dalam bertani or pun berkebun,"kita, para, petani, saat, ini, bener, bingung, dengan, harga, pupuk, yang, sekarang, dan, juga, obat, an, padahal, harga, padi, dan, sayur, or, pun, kelapa, sawit, harganya, ngk, sebanding, dengan, harga, pupuk, harga, nya, tidak, tanggung, kali, lipat, dari, harga, sebelum, nya, padahal, petani, yang, tinggal, dikampung, pendapatan, nya, tidak, seberapa, mohon, solusinya, pak, rizal, gimana, caranya, supaya, kita, tidak, kebingungan, dalam, bertani, or, pun, berkebun","petani, bener, bingung, harga, pupuk, obat, an, harga, padi, sayur, or, kelapa, sawit, harganya, ngk, sebanding, harga, pupuk, harga, nya, tanggung, kali, lipat, harga, nya, petani, tinggal, dikampung, pendapatan, nya, mohon, solusinya, rizal, gimana, kebingungan, bertani, or, berkebun","tani, bener, bingung, harga, pupuk, obat, an, harga, padi, sayur, or, lapa, sawit, harga, k, banding, harga, pupuk, harga, , tanggung, kali, lipat, harga, , tani, tinggal, kampung, dapat, , mohon, solusi, rizal, gimana, bingung, tan, or, kebun",dosis dan waktu pupuk,Netral
5Fv2tGv9_Vo,@julianajuliana2685,masya allah semoga selalu sakinah mawadah warahmah,0,2025-09-13T10:05:31Z,budidaya organik,2025,masya allah semoga selalu sakinah mawadah warahmah,"masya, allah, semoga, selalu, sakinah, mawadah, warahmah","masya, allah, semoga, sakinah, mawadah, warahmah","masya, allah, moga, sakinah, mawadah, warahmah",feedback penonton,Positif
Z3QfdLBjRWk,@veriivd1276,amal jariah ya mas buat njenengan pasti banyak yg terbantu,0,2024-03-18T15:05:46Z,pemupukan,2024,amal jariah ya mas buat njenengan pasti banyak yg terbantu,"amal, jariah, ya, mas, buat, njenengan, pasti, banyak, yg, terbantu","amal, jariah, ya, mas, njenengan, yg, terbantu","amal, jariah, ya, mas, njenengan, yg, bantu",feedback penonton,Positif
5Fv2tGv9_Vo,@asalusulcantik,terimakasih sudah menginspirasi,0,2025-10-03T12:29:48Z,budidaya organik,2025,terimakasih sudah menginspirasi,"terimakasih, sudah, menginspirasi","terimakasih, menginspirasi","terimakasih, inspirasi",feedback penonton,Positif
-YlHpqcgOow,@jayaadi2767,pak rizal untuk dosis pengocorannya dicantumkan hanya pada hst sekitar ml perbatang bagaimana dengan dosis pengocoran berikutnya sampai akhir apakah disamakan terima kasih,1,2024-12-29T12:53:40Z,pemupukan,2024,pak rizal untuk dosis pengocorannya dicantumkan hanya pada hst sekitar ml perbatang bagaimana dengan dosis pengocoran berikutnya sampai akhir apakah disamakan terima kasih,"pak, rizal, untuk, dosis, pengocorannya, dicantumkan, hanya, pada, hst, sekitar, ml, perbatang, bagaimana, dengan, dosis, pengocoran, berikutnya, sampai, akhir, apakah, disamakan, terima, kasih","rizal, dosis, pengocorannya, dicantumkan, hst, ml, perbatang, dosis, pengocoran, disamakan, terima, kasih","rizal, dosis, kocor, cantum, hst, ml, batang, dosis, kocor, sama, terima, kasih",dosis dan waktu pupuk,Positif
bOsToXOFK4A,@smamuhammadiyah1seluma,asslkm pak bisa di kasih penjelasan tentang kode cara kerja pertisidanya kurang paham saya dengan kode nya mksh,1,2025-05-14T17:26:47Z,pengendalian hama,2025,asslkm pak bisa di kasih penjelasan tentang kode cara kerja pertisidanya kurang paham saya dengan kode nya mksh,"asslkm, pak, bisa, di, kasih, penjelasan, tentang, kode, cara, kerja, pertisidanya, kurang, paham, saya, dengan, kode, nya, mksh","asslkm, kasih, penjelasan, kode, kerja, pertisidanya, paham, kode, nya, mksh","asslkm, kasih, jelas, kode, rja, pertisida, paham, kode, , mksh",feedback penonton,Netral
inF984LZKa0,@arisgedangsewu718,chanel ini selalu menipu disetiap cara nya sudah saya pakai tpi tk ada hasilnya,0,2025-11-02T05:39:50Z,pemupukan,2025,chanel ini selalu menipu disetiap cara nya sudah saya pakai tpi tk ada hasilnya,"chanel, ini, selalu, menipu, disetiap, cara, nya, sudah, saya, pakai, tpi, tk, ada, hasilnya","chanel, menipu, disetiap, nya, pakai, tpi, tk, hasilnya","chanel, tipu, tiap, , pakai, tpi, tk, hasil",feedback penonton,Netral
y5B5sxJYEOI,@ronggolawe9191,bikin aja selama bulan untuk makan sapi saya jamin rungkad,0,2023-10-31T16:12:10Z,hidroponik,2023,bikin aja selama bulan untuk makan sapi saya jamin rungkad,"bikin, aja, selama, bulan, untuk, makan, sapi, saya, jamin, rungkad","bikin, aja, makan, sapi, jamin, rungkad","bikin, aja, makan, sapi, jamin, rungkad",feedback penonton,Negatif
JTEhv7JCRF0,@cucu8428,labu air kok bisa keriting dan kuning apa obat nya,0,2024-12-29T13:18:49Z,pengendalian hama,2024,labu air kok bisa keriting dan kuning apa obat nya,"labu, air, kok, bisa, keriting, dan, kuning, apa, obat, nya","labu, air, keriting, kuning, obat, nya","labu, air, riting, kuning, obat, ",feedback penonton,Negatif
9zyK_C4g4qU,@raihansabilisabili1296,bang berapa lama nanam selada dari semai sampei panen,0,2020-11-19T13:13:40Z,hidroponik,2020,bang berapa lama nanam selada dari semai sampei panen,"bang, berapa, lama, nanam, selada, dari, semai, sampei, panen","bang, nanam, selada, semai, sampei, panen","bang, nanam, selada, semai, sampei, panen",feedback penonton,Negatif
AQLcjhHQBC0,@muhibin8335,kalo di indonesia mending hancurin talut trs di bikin parit sndiri dngan merusak proyek negara,1,2024-03-19T02:22:17Z,irigasi,2024,kalo di indonesia mending hancurin talut trs di bikin parit sndiri dngan merusak proyek negara,"kalo, di, indonesia, mending, hancurin, talut, trs, di, bikin, parit, sndiri, dngan, merusak, proyek, negara","kalo, indonesia, mending, hancurin, talut, trs, bikin, parit, sndiri, dngan, merusak, proyek, negara","kalo, indonesia, mending, hancurin, talut, trs, bikin, parit, sndiri, dngan, rusak, proyek, negara",feedback penonton,Negatif
9zyK_C4g4qU,@AGRORIMBAsaminto,wooowww mantap seger sekali tanamannya salam suksesss,3,2020-12-08T09:57:28Z,hidroponik,2020,wooowww mantap seger sekali tanamannya salam suksesss,"wooowww, mantap, seger, sekali, tanamannya, salam, suksesss","wooowww, mantap, seger, tanamannya, salam, suksesss","wooowww, mantap, seger, tanam, salam, suksesss",feedback penonton,Positif
-GyJN1tr9RM,@lingsangsm,mantap,3,2022-08-10T12:48:10Z,hidroponik,2022,mantap,mantap,mantap,mantap,feedback penonton,Positif
y5B5sxJYEOI,@longngaklong0ok,ya harga bijiannya mahal,0,2023-10-26T17:56:27Z,hidroponik,2023,ya harga bijiannya mahal,"ya, harga, bijiannya, mahal","ya, harga, bijiannya, mahal","ya, harga, biji, mahal",biaya awal hidroponik,Negatif
JL2VZdA9wuc,@teresaermita817,ijin brtanya pak apakah bsa pesnab ini rutin disemprot kan k tan cabe utk mncegah trserang jamur patek mhon pencerahannya trm kasih,0,2022-01-08T14:23:21Z,pengendalian hama,2022,ijin brtanya pak apakah bsa pesnab ini rutin disemprot kan k tan cabe utk mncegah trserang jamur patek mhon pencerahannya trm kasih,"ijin, brtanya, pak, apakah, bsa, pesnab, ini, rutin, disemprot, kan, k, tan, cabe, utk, mncegah, trserang, jamur, patek, mhon, pencerahannya, trm, kasih","ijin, brtanya, bsa, pesnab, rutin, disemprot, k, tan, cabe, utk, mncegah, trserang, jamur, patek, mhon, pencerahannya, trm, kasih","ijin, brta, bsa, pesnab, rutin, semprot, k, tan, cabe, utk, mncegah, trserang, jamur, patek, mhon, cerah, trm, kasih",feedback penonton,Negatif
3MeyTr2kdBg,@WishFarming,mantap,0,2025-07-23T02:51:08Z,budidaya organik,2025,mantap,mantap,mantap,mantap,feedback penonton,Positif
M0KYwjW-22c,@WildaWilda-ux8zd,kalau satu teng semprot dng ukuran liter ketemunya ramuan insektisida tersebut sangat mahal karena harga tembakaunya itu jg mahal,1,2023-10-24T07:07:42Z,pengendalian hama,2023,kalau satu teng semprot dng ukuran liter ketemunya ramuan insektisida tersebut sangat mahal karena harga tembakaunya itu jg mahal,"kalau, satu, teng, semprot, dng, ukuran, liter, ketemunya, ramuan, insektisida, tersebut, sangat, mahal, karena, harga, tembakaunya, itu, jg, mahal","teng, semprot, dng, ukuran, liter, ketemunya, ramuan, insektisida, mahal, harga, tembakaunya, jg, mahal","teng, semprot, dng, ukur, liter, temu, ramu, insektisida, mahal, harga, tembakau, jg, mahal","alternatif pengendalian alami, kompatibilitas pestisida",Negatif
5Fv2tGv9_Vo,@rasyaalfaruqofficial5730,luar biasa cara ngomongnya,0,2025-12-26T10:37:07Z,budidaya organik,2025,luar biasa cara ngomongnya,"luar, biasa, cara, ngomongnya",ngomongnya,omong,feedback penonton,Netral
JTEhv7JCRF0,@akiko_Japanchannel,thank you for sharing your very helpful pest information have a great day,0,2024-11-06T12:08:12Z,pengendalian hama,2024,thank you for sharing your very helpful pest information have a great day,"thank, you, for, sharing, your, very, helpful, pest, information, have, a, great, day","thank, you, for, sharing, your, very, helpful, pest, information, have, a, great, day","thank, you, for, sharing, your, very, helpful, pest, information, have, a, great, day",feedback penonton,Positif
5Fv2tGv9_Vo,@hamidi7284,saya juga sarjana alumni universitas terkemuka di sumatera sejak tahun lalu saya meninggalkan kota dan berhenti jadi karyawan sejak itu saya memutuskan bertani tanaman utama saya sawit tapi saya juga membuka lahan hektar ditanam segala jenis sayuran cabai dan umbi umbian alhamdulillah kebun sayuran saya sangat membantu biaya dapur dan bisa menabung sedikit demi sedikit kini kebun sawit saya sudah ada yg panin awalnya saya hanya mampu membeli satu hektar untuk kebun sawit dan setengah hektar untuk kebun sayuran sekarang alhamdulillah kebun sawit saya sudah menjadi hektar hidup di desa biayanya sangat murah bebas bising dan perasaan sangat damai,183,2025-09-28T11:49:49Z,budidaya organik,2025,saya juga sarjana alumni universitas terkemuka di sumatera sejak tahun lalu saya meninggalkan kota dan berhenti jadi karyawan sejak itu saya memutuskan bertani tanaman utama saya sawit tapi saya juga membuka lahan hektar ditanam segala jenis sayuran cabai dan umbi umbian alhamdulillah kebun sayuran saya sangat membantu biaya dapur dan bisa menabung sedikit demi sedikit kini kebun sawit saya sudah ada yg panin awalnya saya hanya mampu membeli satu hektar untuk kebun sawit dan setengah hektar untuk kebun sayuran sekarang alhamdulillah kebun sawit saya sudah menjadi hektar hidup di desa biayanya sangat murah bebas bising dan perasaan sangat damai,"saya, juga, sarjana, alumni, universitas, terkemuka, di, sumatera, sejak, tahun, lalu, saya, meninggalkan, kota, dan, berhenti, jadi, karyawan, sejak, itu, saya, memutuskan, bertani, tanaman, utama, saya, sawit, tapi, saya, juga, membuka, lahan, hektar, ditanam, segala, jenis, sayuran, cabai, dan, umbi, umbian, alhamdulillah, kebun, sayuran, saya, sangat, membantu, biaya, dapur, dan, bisa, menabung, sedikit, demi, sedikit, kini, kebun, sawit, saya, sudah, ada, yg, panin, awalnya, saya, hanya, mampu, membeli, satu, hektar, untuk, kebun, sawit, dan, setengah, hektar, untuk, kebun, sayuran, sekarang, alhamdulillah, kebun, sawit, saya, sudah, menjadi, hektar, hidup, di, desa, biayanya, sangat, murah, bebas, bising, dan, perasaan, sangat, damai","sarjana, alumni, universitas, terkemuka, sumatera, meninggalkan, kota, berhenti, karyawan, memutuskan, bertani, tanaman, utama, sawit, membuka, lahan, hektar, ditanam, jenis, sayuran, cabai, umbi, umbian, alhamdulillah, kebun, sayuran, membantu, biaya, dapur, menabung, kebun, sawit, yg, panin, membeli, hektar, kebun, sawit, hektar, kebun, sayuran, alhamdulillah, kebun, sawit, hektar, hidup, desa, biayanya, murah, bebas, bising, perasaan, damai","sarjana, alumni, universitas, muka, sumatera, tinggal, kota, henti, karyawan, putus, tan, tanam, utama, sawit, buka, lahan, hektar, tanam, jenis, sayur, cabai, umbi, umbi, alhamdulillah, bun, sayur, bantu, biaya, dapur, tabung, bun, sawit, yg, panin, beli, hektar, bun, sawit, hektar, bun, sayur, alhamdulillah, bun, sawit, hektar, hidup, desa, biaya, murah, bebas, bising, asa, damai","harga produk organik, hasil panen organik, minat konsumen organik",Positif
5Fv2tGv9_Vo,@SANTO-c9o,kuncinya ada harus kreatif dan jangan jadi pemalas,0,2025-09-14T15:48:25Z,budidaya organik,2025,kuncinya ada harus kreatif dan jangan jadi pemalas,"kuncinya, ada, harus, kreatif, dan, jangan, jadi, pemalas","kuncinya, kreatif, pemalas","kunci, kreatif, malas",feedback penonton,Netral
-GyJN1tr9RM,@cakrofiqtutorial3283,terima kasih atas syaringnya semoga bermanfaat,1,2023-11-30T19:36:36Z,hidroponik,2023,terima kasih atas syaringnya semoga bermanfaat,"terima, kasih, atas, syaringnya, semoga, bermanfaat","terima, kasih, syaringnya, semoga, bermanfaat","terima, kasih, syaring, moga, manfaat",feedback penonton,Positif
YxYvJhEqC98,@yuliantimanguluang538,salam ini keren sekali pak saya berharap bisa belajar di tempatnya bapak,0,2021-11-02T00:09:03Z,budidaya organik,2021,salam ini keren sekali pak saya berharap bisa belajar di tempatnya bapak,"salam, ini, keren, sekali, pak, saya, berharap, bisa, belajar, di, tempatnya, bapak","salam, keren, berharap, belajar, tempatnya","salam, ren, harap, ajar, tempat",feedback penonton,Netral
pO43PBserhU,@premscatfish6822,gimana untuk hama belalang abangku,0,2025-09-14T11:24:46Z,pengendalian hama,2025,gimana untuk hama belalang abangku,"gimana, untuk, hama, belalang, abangku","gimana, hama, belalang, abangku","gimana, hama, belalang, abang",efektivitas pengendalian hama,Negatif
kS16kRKYJGg,@Purnama_Farm.,sering upload maskami petani muda bisa menambah wawasan,1,2023-09-23T02:14:37Z,irigasi,2023,sering upload maskami petani muda bisa menambah wawasan,"sering, upload, maskami, petani, muda, bisa, menambah, wawasan","upload, maskami, petani, muda, menambah, wawasan","upload, maskami, tani, muda, tambah, wawas",feedback penonton,Netral
DcG3sqwpSa0,@sesasesa534,ap gk mati klo dksh sabun gt,0,2021-09-07T22:28:14Z,hidroponik,2021,ap gk mati klo dksh sabun gt,"ap, gk, mati, klo, dksh, sabun, gt","ap, gk, mati, klo, dksh, sabun, gt","ap, gk, mati, klo, dksh, sabun, gt",feedback penonton,Negatif
UfbQxFXre5Q,@chachavidio2883,udah pupuknya mahal hama burung dan tikus banyak banget bos didaerahku,1,2022-01-14T14:22:36Z,pemupukan,2022,udah pupuknya mahal hama burung dan tikus banyak banget bos didaerahku,"udah, pupuknya, mahal, hama, burung, dan, tikus, banyak, banget, bos, didaerahku","udah, pupuknya, mahal, hama, burung, tikus, banget, bos, didaerahku","udah, pupuk, mahal, hama, burung, tikus, banget, bos, daerah",efisiensi penggunaan pupuk,Negatif
1NnDgJzBAq4,@kelik_andri,saya sudah pernah coba tapi setelah tumbuh beberapa hari kanapa akarnya jadi busuk ya mas penyebabnya apa,0,2021-04-17T05:14:53Z,hidroponik,2021,saya sudah pernah coba tapi setelah tumbuh beberapa hari kanapa akarnya jadi busuk ya mas penyebabnya apa,"saya, sudah, pernah, coba, tapi, setelah, tumbuh, beberapa, hari, kanapa, akarnya, jadi, busuk, ya, mas, penyebabnya, apa","coba, tumbuh, kanapa, akarnya, busuk, ya, mas, penyebabnya","coba, tumbuh, kanapa, akar, busuk, ya, mas, sebab",minat hidroponik,Negatif
-GyJN1tr9RM,@nibungchanelbm5421,kasih info merk pupuknya bos,1,2023-01-01T13:08:38Z,hidroponik,2023,kasih info merk pupuknya bos,"kasih, info, merk, pupuknya, bos","kasih, info, merk, pupuknya, bos","kasih, info, merk, pupuk, bos",feedback penonton,Netral
5Fv2tGv9_Vo,@pacarsutsujinn,aku baca ini berkali tiap menit nya daging masuk akal dr menit ke dst bagus kuncinya menemukan partner yg selaras,1,2025-09-18T03:08:28Z,budidaya organik,2025,aku baca ini berkali tiap menit nya daging masuk akal dr menit ke dst bagus kuncinya menemukan partner yg selaras,"aku, baca, ini, berkali, tiap, menit, nya, daging, masuk, akal, dr, menit, ke, dst, bagus, kuncinya, menemukan, partner, yg, selaras","baca, berkali, menit, nya, daging, masuk, akal, dr, menit, dst, bagus, kuncinya, menemukan, partner, yg, selaras","baca, kali, menit, , daging, masuk, akal, dr, menit, dst, bagus, kunci, temu, partner, yg, selaras",hasil panen organik,Positif
GO6PuKMedeM,@budisiswo586,bang ada pertanyaan nih apa cabenya tidak mengalami busuk akar kalau ndak memakai sirkulasi airnya bang mohon dijawab ya bang,1,2023-09-23T16:48:08Z,hidroponik,2023,bang ada pertanyaan nih apa cabenya tidak mengalami busuk akar kalau ndak memakai sirkulasi airnya bang mohon dijawab ya bang,"bang, ada, pertanyaan, nih, apa, cabenya, tidak, mengalami, busuk, akar, kalau, ndak, memakai, sirkulasi, airnya, bang, mohon, dijawab, ya, bang","bang, nih, cabenya, mengalami, busuk, akar, ndak, memakai, sirkulasi, airnya, bang, mohon, ya, bang","bang, nih, cabe, alami, busuk, akar, ndak, pakai, sirkulasi, air, bang, mohon, ya, bang",feedback penonton,Positif
1NnDgJzBAq4,@sulhawatisulha637,terimakasih sangat bermanfaat,0,2021-07-01T04:25:08Z,hidroponik,2021,terimakasih sangat bermanfaat,"terimakasih, sangat, bermanfaat","terimakasih, bermanfaat","terimakasih, manfaat",feedback penonton,Positif
UfbQxFXre5Q,@abdulrosid494,kalo begini terus lama petani abisss ah mendingan ganti profesi,1,2022-01-14T16:23:27Z,pemupukan,2022,kalo begini terus lama petani abisss ah mendingan ganti profesi,"kalo, begini, terus, lama, petani, abisss, ah, mendingan, ganti, profesi","kalo, petani, abisss, ah, mendingan, ganti, profesi","kalo, tani, abisss, ah, mending, ganti, profesi",feedback penonton,Negatif
28Eo_Xm8LYg,@jejenegara6912,bapak makasih bagt untuk pengamatan ini sangat bermanfaat kalo ada waktu mungkin bisa diamati pak agen hayati tricoderma di mix dengan insektisida,1,2021-03-28T00:24:17Z,pemupukan,2021,bapak makasih bagt untuk pengamatan ini sangat bermanfaat kalo ada waktu mungkin bisa diamati pak agen hayati tricoderma di mix dengan insektisida,"bapak, makasih, bagt, untuk, pengamatan, ini, sangat, bermanfaat, kalo, ada, waktu, mungkin, bisa, diamati, pak, agen, hayati, tricoderma, di, mix, dengan, insektisida","makasih, bagt, pengamatan, bermanfaat, kalo, diamati, agen, hayati, tricoderma, mix, insektisida","makasih, bagt, amat, manfaat, kalo, amat, agen, hayati, tricoderma, mix, insektisida",dosis dan waktu pupuk,Positif
28Eo_Xm8LYg,@DameHati-r9l,om kl kohe kmbin di campur bpk utradap ma mulase bisa nggak,0,2024-05-20T13:04:05Z,pemupukan,2024,om kl kohe kmbin di campur bpk utradap ma mulase bisa nggak,"om, kl, kohe, kmbin, di, campur, bpk, utradap, ma, mulase, bisa, nggak","om, kl, kohe, kmbin, campur, bpk, utradap, ma, mulase, nggak","om, kl, kohe, kmbin, campur, bpk, utradap, ma, mulase, gak",feedback penonton,Netral
YxYvJhEqC98,@danielsilvaramossetepolos2834,saya menanam organik di baependi selatan minas gerais karena sangat bagus saya melakukan pertukaran sukarela,0,2021-01-26T11:38:48Z,budidaya organik,2021,saya menanam organik di baependi selatan minas gerais karena sangat bagus saya melakukan pertukaran sukarela,"saya, menanam, organik, di, baependi, selatan, minas, gerais, karena, sangat, bagus, saya, melakukan, pertukaran, sukarela","menanam, organik, baependi, selatan, minas, gerais, bagus, pertukaran, sukarela","tanam, organik, baependi, selatan, mas, gera, bagus, tukar, sukarela","hasil panen organik, kepercayaan produk organik",Positif
GzdFV_r-SHM,@AhmadShoim-x5l,untuk basmi wereng bisa gk mas,0,2024-02-03T07:35:38Z,pengendalian hama,2024,untuk basmi wereng bisa gk mas,"untuk, basmi, wereng, bisa, gk, mas","basmi, wereng, gk, mas","basmi, wereng, gk, mas",efektivitas pengendalian hama,Negatif
JTEhv7JCRF0,@AnangHeman,pak haji klw pase pegetatip langsung pake endur ga kras ma ap aku pmula kasi solusi nya,0,2025-12-04T08:31:26Z,pengendalian hama,2025,pak haji klw pase pegetatip langsung pake endur ga kras ma ap aku pmula kasi solusi nya,"pak, haji, klw, pase, pegetatip, langsung, pake, endur, ga, kras, ma, ap, aku, pmula, kasi, solusi, nya","haji, klw, pase, pegetatip, langsung, pake, endur, ga, kras, ma, ap, pmula, kasi, solusi, nya","haji, klw, pase, pegetatip, langsung, pake, endur, ga, kras, ma, ap, pmula, kasi, solusi, ",feedback penonton,Netral
UfbQxFXre5Q,@Atlantis_168,ga usah pakai pupuk buatan biar tutup perusahaan pupuk nya pakai pupuk alami kalau ga bisa ga usah bertani berkebun makan makanan yg ga ada pakai pupuk,0,2022-01-15T13:18:23Z,pemupukan,2022,ga usah pakai pupuk buatan biar tutup perusahaan pupuk nya pakai pupuk alami kalau ga bisa ga usah bertani berkebun makan makanan yg ga ada pakai pupuk,"ga, usah, pakai, pupuk, buatan, biar, tutup, perusahaan, pupuk, nya, pakai, pupuk, alami, kalau, ga, bisa, ga, usah, bertani, berkebun, makan, makanan, yg, ga, ada, pakai, pupuk","ga, pakai, pupuk, buatan, biar, tutup, perusahaan, pupuk, nya, pakai, pupuk, alami, ga, ga, bertani, berkebun, makan, makanan, yg, ga, pakai, pupuk","ga, pakai, pupuk, buat, biar, tutup, usaha, pupuk, , pakai, pupuk, alami, ga, ga, tan, kebun, makan, makan, yg, ga, pakai, pupuk",dosis dan waktu pupuk,Positif
5Fv2tGv9_Vo,@AgusHariyanto-i4i,trima kasih kang mas n mbak yu atas ilmunya jenengan josss,0,2025-09-20T11:29:48Z,budidaya organik,2025,trima kasih kang mas n mbak yu atas ilmunya jenengan josss,"trima, kasih, kang, mas, n, mbak, yu, atas, ilmunya, jenengan, josss","trima, kasih, kang, mas, n, mbak, yu, ilmunya, jenengan, josss","trima, kasih, kang, mas, n, mbak, yu, ilmu, jeneng, josss",feedback penonton,Netral
mLdvwruqEpo,@doanandr87,bang waktu dijemur dibawah sinar matahari langsung ga mati kah,0,2025-10-08T03:37:28Z,hidroponik,2025,bang waktu dijemur dibawah sinar matahari langsung ga mati kah,"bang, waktu, dijemur, dibawah, sinar, matahari, langsung, ga, mati, kah","bang, dijemur, dibawah, sinar, matahari, langsung, ga, mati, kah","bang, jemur, bawah, sinar, matahari, langsung, ga, mati, kah",feedback penonton,Negatif
